Gene_name	interaction_scores	phylogenetic_scores	motif_score	pa_score	single_cell_score	total_score_sums	total_score_weighted
AP1G1	0.528548650665327	0	0	1	0.324121394123304	1.85267004478863	0.707401667626386
AP1G2	0.456880686475278	0	0	0	0.094607334350283	0.551488020825561	0.384185931863321
AP1M1	0.589707583520212	0	0	0	0	0.589707583520212	0.375109523671919
AP1M2	0.491506679186486	0	0	0	0.219930470776833	0.711437149963319	0.530156118711577
AP1M2P1	0	0	0	0	0	0	0
AP1S1	0.560628630076235	0	0	0	0.103812869883583	0.664441499959818	0.459283678685156
AP1S2	0.395929211560242	0	0	0.5	0	0.895929211560242	0.27716742514644
AP1S2P1	0	0	0	0	0	0	0
AP1S3	0	0	0	0	0	0	0
AP2A1	0.643948592470429	0	0	0	0.0782419378466392	0.722190530317068	0.486993320861823
AP2A2	0.667410674025293	0	0.454708584546035	0	0.0721049141577728	1.1942241727291	0.543660122088141
AP2B1	0.693076583354928	0	0	0.5	0.379535704629237	1.57261228798417	0.841542581892966
AP2B1P1	0	0	0	0	0	0	0
AP2M1	0.661642128795666	0	0	0	0	0.661642128795666	0.420866664614142
AP2S1	0.655486961359931	0	0	0	0	0.655486961359931	0.416951398829095
AP3B1	0.645160327425028	0	0	0	0	0.645160327425028	0.410382687751424
AP3B2	0.452378724639866	0	0	0	0	0.452378724639866	0.287755444666338
AP3D1	0.688673540281013	0	0	0	0.124269615513137	0.81294315579415	0.560964049047464
AP3M1	0.688355333708597	0	0	0	0	0.688355333708597	0.437858777062186
AP3M2	0.563496791500869	0	0	0	0	0.563496791500869	0.358436993108977
AP3S1	0.434865333973326	0	0	0	0	0.434865333973326	0.276615279923009
AP3S2	0.499555840516202	0	0	0	0	0.499555840516202	0.317764530455856
AP4B1	0.613048406951852	0	0	0	0	0.613048406951852	0.389956484104899
AP4E1	0.707312915425996	0	0	0.5	0	1.207312915426	0.475236766800544
AP4M1	0.40736181153565	0	0	0	0.434680431390364	0.842042242926014	0.689020142543363
AP4S1	0.548702422314387	0	0	0	0	0.548702422314387	0.349026381928703
AP5B1	0.46532028495685	0	0	0	0	0.46532028495685	0.295987495027802
AP5M1	0	0	0	1.5	0	1.5	0.0759575506982793
AP5S1	0.395741875896554	0	0	0	0	0.395741875896554	0.251729078467074
AP5Z1	0.622222339802325	0	0	0	0	0.622222339802325	0.395791968805973
APAF1	0.441388845481448	0	0	0	0	0.441388845481448	0.280764847204936
APBA1	0.62596509386695	0	0	0	0.295966033746732	0.921931127613682	0.690883627104168
APBA2	0.493678372270979	0	0	0	0	0.493678372270979	0.31402590749174
APBA3	0.363234872317709	0	0	0.5	0	0.863234872317709	0.256370748348041
APBB1	0.625513180515088	0	0	0	0.178479991431457	0.803993171946545	0.574402270538468
APBB1IP	0.706258712476373	0	0	0	0	0.706258712476373	0.44924701094178
APBB2	0.626286906223935	0	0.206012245631511	0	0	0.832299151855446	0.420039434899781
APBB3	0.47179006358091	0	0	0.5	0	0.97179006358091	0.325422066704468
APC	0.744670147415437	0	0	0	0	0.744670147415437	0.473680298669804
APC2	0.724517003903664	0	0	0	0	0.724517003903664	0.460861002675565
APCDD1	0	0	0	0	0.112634768874068	0.112634768874068	0.111395979396743
APCDD1L	0	0	0	0	0	0	0
APCS	0	0	0	0	0	0	0
APEH	0.353015520491874	0	0	0	0.0797761937688558	0.43279171426073	0.303449887542716
APELA	0	0	0	0	0	0	0
APEX1	0.59177896970429	0	0	0.25	0	0.84177896970429	0.389086712017337
APEX2	0.565977422528175	0	0	0	0	0.565977422528175	0.360014907907875
APH1A	0.534482228274072	0	0	0	0	0.534482228274072	0.339981000180103
APH1B	0.495318296490874	0	0	0	0	0.495318296490874	0.315069053637683
API5	0.565284994755384	0	0	0	0.0833561242540279	0.648641119009412	0.442013808379882
API5P1	0	0	0	0	0	0	0
API5P2	0	0	0	0	0	0	0
APIP	0.374606237952383	0	0	0.5	0	0.874606237952383	0.263604007112087
APLF	0.298050701326831	0	0	0	0	0.298050701326831	0.189588297198754
APLN	0.514034720163275	0	0	0	0	0.514034720163275	0.326974460596649
APLNR	0.640321715677864	0	0	0	0	0.640321715677864	0.407304875292446
APLP1	0.173679634811002	0	0	0	0.484467754435831	0.658147389246833	0.589616032853699
APLP2	0.562956773800855	0	0	0	0	0.562956773800855	0.358093491027797
APMAP	0.607551050249926	0	0	0	0	0.607551050249926	0.386459647856662
APOA1	0.538006268235239	0	0	0	0	0.538006268235239	0.342222621261764
APOA2	0.402374647017363	0	0	0	0	0.402374647017363	0.25594814514568
APOA4	0.555321475095216	0	0	0	0	0.555321475095216	0.353236722451975
APOA5	0	0	0	0	0	0	0
APOB	0.623290285833793	0	0.375232884126719	0	0	0.998523169960512	0.435926714184237
APOBEC1	0.491845237877728	0	0	0	0	0.491845237877728	0.312859861491493
APOBEC2	0	0	0	0	0	0	0
APOBEC3A	0.533514149306962	0	0	0	0	0.533514149306962	0.339365210845901
APOBEC3A_B	0	0	0	0	0	0	0
APOBEC3AP1	0	0	0	0	0	0	0
APOBEC3B	0.52425000479881	0	0	0	0	0.52425000479881	0.33347234304024
APOBEC3C	0.32228629768659	0	0	0	0	0.32228629768659	0.205004417425912
APOBEC3D	0	0	0	0	0	0	0
APOBEC3F	0.376459290027759	0	0	0	0	0.376459290027759	0.239463539066632
APOBEC3G	0.756924117652236	0	0	0	0	0.756924117652236	0.481474977027469
APOBEC3H	0.656184523163741	0	0	0.5	0	1.15618452316374	0.442714297353705
APOBEC4	0.52426732821474	0	0	0.5	0.575173347036697	1.59944067525144	0.927649971609087
APOBER1	0	0	0	0	0	0	0
APOBR	0	0	0	0	0	0	0
APOC1	0.258453080602858	0	0	0	0	0.258453080602858	0.164400483673202
APOC1P1	0	0	0	0	0	0	0
APOC2	0.305644819514568	0	0	0	0	0.305644819514568	0.194418871089471
APOC3	0.435109733291846	0	0	0	0	0.435109733291846	0.276770740891322
APOC4	0	0	0	0	0	0	0
APOD	0.580600374277099	0	0	0	0	0.580600374277099	0.369316481464845
APOE	0.519311753385207	0	0	0	0	0.519311753385207	0.330331150375782
APOEL1	0	0	0	0	0	0	0
APOF	0	0	0	0	0	0	0
APOH	0.666807097374179	0	0	0	0	0.666807097374179	0.424152070733054
APOL1	0	0	0	0.5	0	0.5	0.0253191835660931
APOL2	0.370670978255499	0	0	0	0	0.370670978255499	0.235781628010315
APOL3	0.411297698835871	0	0	0	0	0.411297698835871	0.261624045898661
APOL4	0	0	0	0.5	0	0.5	0.0253191835660931
APOL5	0	0	0	0	0	0	0
APOL6	0	0	0	0.25	0.0669907277503841	0.316990727750384	0.0789135363052577
APOLD1	0	0	0.375232884126719	0.5	0	0.875232884126719	0.0647746147581974
APOM	0.434888064174108	0	0	0	0	0.434888064174108	0.276629738469968
APONP	0	0	0	0	0	0	0
APOO	0.25219208149879	0	0.454708584546035	0	0.333193043538464	1.04009370958329	0.537758626072915
APOOL	0.174918134585134	0	0	0	0	0.174918134585134	0.111264396082777
APOOP1	0	0	0	0	0	0	0
APOOP2	0	0	0	0	0	0	0
APOOP3	0	0	0	0	0	0	0
APOOP4	0	0	0	0	0	0	0
APOOP5	0	0	0	0	0	0	0
APP	0.670482261714936	0	0.29000223635399	0	0.451210444348779	1.4116949424177	0.903231221889821
APPBP2	0.638617492340017	0	0	0.5	0.0746620073614671	1.21327949970148	0.505380865623032
APPL	0	0	0	0	0	0	0
APPL1	0.718458732668293	0	0	0	0.0542052617319125	0.772663994400206	0.51061646871762
APPL2	0.532876484032324	0	0	0	0.533778310466452	1.06665479449878	0.866867259305702
APRT	0.606854135752492	0	0	0	0	0.606854135752492	0.386016344645921
APTR	0	0	0	0	0	0	0
APTX	0.430777690059294	0	0	1	0.0828447056132889	1.51362239567258	0.406587076607398
AQP1	0.532196209962346	0	0	0	0	0.532196209962346	0.338526877384364
AQP2	0.46227259742069	0	0	0	0	0.46227259742069	0.294048878920535
AQP3	0.55384339200451	0	0	0.5	0	1.05384339200451	0.377615706062028
AQP4	0.37077180342017	0	0	0	0	0.37077180342017	0.235845762304245
AQP5	0	0	0	0	0	0	0
AQP6	0.287466206294993	0	0	0	0	0.287466206294993	0.182855562194738
AQP7	0	0	0	0	0	0	0
AQP7P1	0	0	0	0	0	0	0
AQP7P2	0	0	0	0	0	0	0
AQP7P3	0	0	0	0	0	0	0
AQP7P4	0	0	0	0	0	0	0
AQP7P5	0	0	0	0	0	0	0
AQP8	0.405202005948212	0	0	0	0	0.405202005948212	0.257746611523659
AQP9	0.252185330670988	0	0	0	0	0.252185330670988	0.160413604824869
AQP10	0.457846792079358	0	0	0	0	0.457846792079358	0.291233650187098
AQP11	0	0	0	0	0	0	0
AQP12A	0	0	0	0	0	0	0
AQP12B	0.294400738760509	0	0	0	0	0.294400738760509	0.187266577488961
AQR	0.545822624219303	0	0	0	0.0971644275539773	0.64298705177328	0.443290344632345
AR	0.700804512515297	0	0	0	0	0.700804512515297	0.445777626442436
ARAF	0.64974191063133	0	0	0	0.0536938430911736	0.703435753722504	0.466400308680403
ARAFP1	0	0	0	0	0	0	0
ARAFP2	0	0	0	0	0	0	0
ARAFP3	0	0	0	0	0	0	0
ARAP1	0.430317870657925	0	0.206012245631511	0	0.0864246360984611	0.722754752387897	0.380858797754746
ARAP2	0.491204489273082	0	0.454708584546035	0	0	0.945913073819117	0.360264521232376
ARAP3	0.47029615020711	0	0	0	0	0.47029615020711	0.299152613632414
ARC	0.58655998784676	0	0	0	0	0.58655998784676	0.373107356586442
ARCN1	0.654924402642925	0	0	0	0.120178266387226	0.775102669030151	0.535450069901392
ARCN2	0	0	0	0	0	0	0
AREG	0.622751858306365	0	0	0	0	0.622751858306365	0.396128792410377
AREL1	0.46532028495685	0	0	0	0	0.46532028495685	0.295987495027802
ARF1	0.630547479421041	0	0	0	0	0.630547479421041	0.401087541127151
ARF1P1	0	0	0	0	0	0	0
ARF1P2	0	0	0	0	0	0	0
ARF1P3	0	0	0	0	0	0	0
ARF2P	0.325904898832702	0	0	0	0	0.325904898832702	0.207306188320859
ARF3	0.53336350543338	0	0	0	0.0424426329949185	0.575806138428298	0.381245223914519
ARF4	0.639614753478027	0	0.29000223635399	0	0	0.929616989832017	0.437348679011518
ARF4P1	0	0	0	0	0	0	0
ARF4P2	0	0	0	0	0	0	0
ARF4P3	0	0	0	0	0	0	0
ARF4P4	0	0	0	0	0	0	0
ARF4P5	0	0	0	0	0	0	0
ARF5	0.58242064308473	0	0	0	0	0.58242064308473	0.370474343741788
ARF6	0.657166370065436	0	0	0	0	0.657166370065436	0.418019660823984
ARFGAP1	0.582516215124018	0	0	0	0	0.582516215124018	0.370535136553574
ARFGAP2	0.636272270301319	0	0	0	0.0802876124095947	0.716559882710914	0.484133633149969
ARFGAP3	0.597842045984492	0	0	0	0	0.597842045984492	0.380283807377224
ARFGEF1	0.62842784420195	0	0	0	0.0639344887752463	0.692362332977196	0.462970572576997
ARFGEF2	0.669214129150043	0	0.29000223635399	0	0	0.959216365504033	0.456176667695397
ARFGEF3	0.658031054871967	0	0.29000223635399	0	0.606145919124967	1.55417921035092	1.04854253249655
ARFIP1	0.602583996765524	0	0	0	0.0979739420133635	0.700557938778888	0.480196530877161
ARFIP2	0.570765573132341	0	0	0.5	0.42192192269714	1.49268749582948	0.805661310334892
ARFRP1	0.423229196950673	0	0	0	0.0588080294985622	0.482037226449235	0.327374843568663
ARG1	0	0	0	0	0	0	0
ARG2	0.612362111704156	0	0	0	0	0.612362111704156	0.389519935736427
ARGFX	0	0	0	0	0.253587778669262	0.253587778669262	0.25079874758291
ARGFXP1	0	0	0	0	0	0	0
ARGFXP2	0	0	0	0	0	0	0
ARGLU1	0.496166494209007	0	0	0	0.389570312681772	0.885736806890779	0.700894293918815
ARHGAP1	0.620139465262885	0	0	0	0.0618765413429954	0.68201600660588	0.455663069971387
ARHGAP4	0.482420788146031	0	0	0	0	0.482420788146031	0.30686502447647
ARHGAP5	0.623969738359951	0	0	0.5	0.39962889305827	1.52359863141822	0.817456322241746
ARHGAP6	0.512390167234094	0	0	0	0.434144780672626	0.94653494790672	0.755298302073549
ARHGAP8	0	0	0	0	0	0	0
ARHGAP9	0.608711013846162	0	0	0	0	0.608711013846162	0.387197493874282
ARHGAP10	0.233309914332114	0	0.29000223635399	0	0	0.523312150686104	0.178900561780556
ARHGAP11A	0.515186920515784	0	0	0	0	0.515186920515784	0.327707368460618
ARHGAP11B	0.319122184110638	0	0	0	0	0.319122184110638	0.202991743399856
ARHGAP12	0.511285686523779	0	0	0	0.110972730853927	0.622258417377706	0.434978037422792
ARHGAP15	0.693726220057519	0	0	0	0	0.693726220057519	0.441275166263108
ARHGAP16P	0	0	0	0	0	0	0
ARHGAP17	0.689104505027141	0	0	0	0	0.689104505027141	0.438335320529323
ARHGAP18	0.317812113843541	0	0.595619793568828	0.5	0.609874058852799	2.02330596626517	0.893273022756772
ARHGAP19	0.497812412575968	0	0	0	0	0.497812412575968	0.316655546202485
ARHGAP20	0.306392498749708	0	0	0	0	0.306392498749708	0.194894465451135
ARHGAP21	0.729166292949876	0	0	0	0.133475151046437	0.862641443996313	0.595825541150183
ARHGAP22	0.370966126556548	0	0	0	0	0.370966126556548	0.235969370107777
ARHGAP23	0.349200329888522	0	0	0	0	0.349200329888522	0.222124274930697
ARHGAP23P1	0	0	0	0	0	0	0
ARHGAP24	0.728579932111079	0	0.29000223635399	0	0	1.01858216846507	0.493938905613696
ARHGAP25	0.538653837261957	0	0	0	0	0.538653837261957	0.342634536108961
ARHGAP26	0.616647269077545	0	0.29000223635399	1.5	0	2.40664950543154	0.498696748037578
ARHGAP27	0	0	0	0	0	0	0
ARHGAP27P1	0	0	0	0	0	0	0
ARHGAP27P2	0	0	0	0	0	0	0
ARHGAP28	0	0	0	0	0	0	0
ARHGAP29	0.608495217210054	0	0.29000223635399	0.25	0	1.14849745356404	0.430213316901166
ARHGAP30	0	0	0	0	0	0	0
ARHGAP31	0.513925821020241	0	0.340260480708051	0	0	0.854186301728292	0.362683302038477
ARHGAP32	0.629210622823343	0	0.454708584546035	0	0.459160205233825	1.5430794126032	0.902159640338218
ARHGAP33	0	0	0	0	0	0	0
ARHGAP35	0.560447955243464	0	0	0.5	0.0859132174577222	1.14636117270119	0.466785149136177
ARHGAP36	0.391154863315708	0	0	0	0	0.391154863315708	0.248811306757226
ARHGAP39	0.38636682474624	0	0.765084917655775	0.5	0.480185860803947	2.13163760320596	0.826437540215681
ARHGAP40	0.554378412731997	0	0	0.75	0	1.304378412732	0.390615621381435
ARHGAP42	0.552835776350122	0	0.29000223635399	0	0	0.842838012704112	0.382149082321799
ARHGAP42P1	0	0	0	0	0	0	0
ARHGAP42P2	0	0	0	0	0	0	0
ARHGAP42P3	0	0	0	0	0	0	0
ARHGAP42P4	0	0	0	0	0	0	0
ARHGAP42P5	0	0	0	0	0	0	0
ARHGAP44	0.516594832886274	0	0.29000223635399	0	0	0.806597069240264	0.359096431448641
ARHGAP45	0.525100498951243	0	0	0	0	0.525100498951243	0.334013337365767
ARHGDIA	0.512587866652449	0	0	0	0	0.512587866652449	0.326054125592596
ARHGDIB	0.217525711136319	0	0	0	0	0.217525711136319	0.138366824797571
ARHGDIG	0.50207938788543	0	0	0	0	0.50207938788543	0.319369744087304
ARHGEF1	0.485546240047394	0	0	0.5	0	0.985546240047394	0.334172289604922
ARHGEF2	0.737121963112206	0	0	0.5	0	1.23712196311221	0.494198126618812
ARHGEF3	0.357670560635283	0	0.29000223635399	0	0	0.647672796989273	0.258005637078803
ARHGEF4	0.46115655858905	0	0	0	0	0.46115655858905	0.293338973187193
ARHGEF5	0.230158295869172	0	0	1.5	0	1.73015829586917	0.222359888306452
ARHGEF6	0.259291197585703	0	0	0	0	0.259291197585703	0.16493360495399
ARHGEF7	0.643941070052996	0	0.29000223635399	0	0	0.933943306406986	0.440100623526125
ARHGEF9	0	0	0	0	0	0	0
ARHGEF10	0.538310909601345	0	0	0	0	0.538310909601345	0.342416401842045
ARHGEF10L	0.252185330670988	0	0	0	0	0.252185330670988	0.160413604824869
ARHGEF11	0.485352505656682	0	0	0	0.394639330375632	0.879991836032314	0.699028846621016
ARHGEF12	0.547491713764398	0	0	0	0.430931555116602	0.978423268881	0.774448303681981
ARHGEF15	0.372493356531169	0	0	0	0	0.372493356531169	0.236940832107465
ARHGEF16	0.444004373674524	0	0	0	0	0.444004373674524	0.282428569297161
ARHGEF17	0.447689616173861	0	0	0	0	0.447689616173861	0.284772730364736
ARHGEF18	0.514541901649358	0	0	0.5	0	1.01454190164936	0.352616259321469
ARHGEF19	0.525607460547852	0	0	0	0	0.525607460547852	0.334335812654094
ARHGEF25	0	0	0	0	0	0	0
ARHGEF26	0.437662714734763	0	0	0	0	0.437662714734763	0.278394677363835
ARHGEF28	0.441175848887313	0	0.679677101886942	0	0.189011720912359	1.30986467168661	0.53902976909791
ARHGEF33	0	0	0.29000223635399	0	0	0.29000223635399	0.030493498214184
ARHGEF34P	0	0	0	0	0	0	0
ARHGEF35	0.503224208186819	0	0	0	0	0.503224208186819	0.320097957544185
ARHGEF37	0	0	0	0	0	0	0
ARHGEF38	0.451306058131548	0	0.595619793568828	1.75	0.126278015201892	2.92320386690227	0.563208378343086
ARHGEF39	0.391678994072591	0	0	0	0.212250108310738	0.603929102383329	0.459060424020716
ARHGEF40	0	0	0	1.5	0	1.5	0.0759575506982793
ARID1A	0.548189490861032	0	0	0	0.344471466923456	0.892660957784488	0.689382980229496
ARID1B	0.627129414763422	0	0	0.5	0.358865303908011	1.48599471867143	0.779150914297498
ARID2	0.378674388144752	0	0	0	0	0.378674388144752	0.24087254994384
ARID3A	0.297491255591559	0	0	0	0	0.297491255591559	0.189232437058673
ARID3B	0.378335085114819	0	0	0	0	0.378335085114819	0.240656721283169
ARID3BP1	0	0	0	0	0	0	0
ARID3C	0	0	0	0	0	0	0
ARID4A	0.252185330670988	0	0	0	0	0.252185330670988	0.160413604824869
ARID4B	0.565504706932811	0	0	0.5	0.365912117633415	1.43141682456623	0.746921111132387
ARID5A	0.507844789782029	0	0	0.5	0	1.00784478978203	0.348356265872622
ARID5B	0.414380368280515	0	0.29000223635399	0	0	0.704382604634505	0.294078412006243
ARIH1	0.526981910729218	0	0	0	0.365342228868674	0.892324139597892	0.696534182628487
ARIH2	0.547001554785377	0	0	0	0	0.547001554785377	0.34794447010246
ARIH2OS	0	0	0	0	0	0	0
ARIH2P1	0	0	0	0	0	0	0
ARL1	0.639128682260132	0	0	0	0.176434316868502	0.815562999128634	0.581039835428758
ARL2	0.794638459899797	0	0	0.5	0	1.2946384598998	0.530784031762647
ARL2BP	0.753827320865118	1	0.29000223635399	0	0.148329539729876	2.19215909694898	0.578929729362912
ARL2BPP1	0	0	0	0	0	0	0
ARL2BPP2	0	0	0	0	0	0	0
ARL2BPP3	0	0	0	0	0	0	0
ARL2BPP4	0	0	0	0	0	0	0
ARL2BPP5	0	0	0	0	0	0	0
ARL2BPP6	0	0	0	0	0	0	0
ARL2BPP7	0	0	0	0	0	0	0
ARL2BPP8	0	0	0	0	0	0	0
ARL2BPP9	0	0	0	0	0	0	0
ARL2BPP10	0	0	0	0	0	0	0
ARL3	0.812612991359811	0	0	0.25	0.610827582911607	1.67344057427142	1.13366745971552
ARL4A	0	0	0	0	0.10023293939841	0.10023293939841	0.0991305487969167
ARL4AP1	0	0	0	0	0	0	0
ARL4AP2	0	0	0	0	0	0	0
ARL4AP3	0	0	0	0	0	0	0
ARL4AP4	0	0	0	0	0	0	0
ARL4AP5	0	0	0	0	0	0	0
ARL4C	0	0	0	0	0	0	0
ARL4D	0.466286884245191	0	0	0	0	0.466286884245191	0.296602343147046
ARL5A	0.391200811201071	0	0	0	0.10483570716506	0.496036518366131	0.352523227940903
ARL5AP1	0	0	0	0	0	0	0
ARL5AP2	0	0	0	0	0	0	0
ARL5AP3	0	0	0	0	0	0	0
ARL5AP4	0	0	0	0	0	0	0
ARL5AP5	0	0	0	0	0	0	0
ARL5B	0.514541601344564	0	0	0	0	0.514541601344564	0.327296884733263
ARL5C	0	0	0	0	0	0	0
ARL6	0.857029882859869	0	0.454708584546035	1.5	0.443255763726425	3.25499423113233	1.10730216181552
ARL6IP1	0.51727980679907	0	0.375232884126719	0	0	0.892512690925789	0.368494072301679
ARL6IP1P1	0	0	0	0	0	0	0
ARL6IP1P2	0	0	0	0	0	0	0
ARL6IP1P3	0	0	0	0	0	0	0
ARL6IP4	0.583581667463503	0	0	0	0	0.583581667463503	0.371212864516938
ARL6IP5	0.584506927595791	0	0	0	0	0.584506927595791	0.371801417042281
ARL6IP6	0.46115655858905	0	0	0.25	0	0.71115655858905	0.30599856497024
ARL8A	0.451735993183594	0	0	0	0	0.451735993183594	0.287346606969234
ARL8B	0.595681964603385	0	0	0	0	0.595681964603385	0.378909792321961
ARL9	0	0	0.29000223635399	0.5	0	0.79000223635399	0.0558126817802771
ARL10	0.448565556374933	0	0	0.5	0	0.948565556374933	0.310649094338155
ARL11	0.413223103952711	0	0	0	0	0.413223103952711	0.262848784763204
ARL13A	0	0	0	0	0	0	0
ARL13B	0.564232732855914	0	0.454708584546035	1.5	0.557732090046507	3.07667340744846	1.03427290056413
ARL14	0	0	0	0	0	0	0
ARL14EP	0.407463011237661	0	0	0	0	0.407463011237661	0.25918482368312
ARL14EPL	0	0	0	0.5	0	0.5	0.0253191835660931
ARL14EPP1	0	0	0	0	0	0	0
ARL15	0.624957625340049	0	0.570260649643344	1.5	0	2.69521827498339	0.533451859932728
ARL16	0.574703164255405	0	0	0	0.10943847493171	0.684141639187115	0.473800140084339
ARL17A	0	0	0	0	0	0	0
ARL17B	0	0	0	0	0	0	0
ARLNC1	0	0	0	0	0	0	0
ARMC1	0.609846364941277	0	0	0	0.0547166803726513	0.664563045313928	0.44203457466094
ARMC2	0.481505472733733	1	0.875402425253669	1.5	0.560089933402962	4.41699783139036	0.95045104137627
ARMC3	0	0	0.860221211419655	1.5	0.842836365316804	3.20305757673646	0.999975717612075
ARMC5	0.589136037195753	0	0	0	0	0.589136037195753	0.374745966418264
ARMC6	0.576678786326419	0	0	0.5	0	1.07667878632642	0.392141166012567
ARMC7	0.555259828462011	0	0	0	0	0.555259828462011	0.353197509391361
ARMC8	0.569963387233396	0	0	0.5	0	1.0699633872334	0.387869540167069
ARMC8P1	0	0	0	0	0	0	0
ARMC9	0	0	0.679677101886942	0	0.443379068500446	1.12305617038739	0.509970150352384
ARMC10	0	0	0	0	0.322972353711983	0.322972353711983	0.319420211178688
ARMC10P1	0	0	0	0	0	0	0
ARMC12	0.667028105970692	0	0	0	0	0.667028105970692	0.424292653000744
ARMCX1	0.390377164787636	0	0	0	0	0.390377164787636	0.24831661729998
ARMCX2	0.47953393752305	0	0	0.5	0	0.97953393752305	0.330347899349305
ARMCX3	0.472892560201991	0	0	0	0	0.472892560201991	0.300804174751271
ARMCX4	0	0	0	0	0	0	0
ARMCX5	0.508099934794813	0	0	0	0	0.508099934794813	0.323199378547729
ARMCX6	0.688965427109899	0	0	0	0	0.688965427109899	0.438246853884586
ARMCX7P	0	0	0	0	0	0	0
ARMH1	0	1	0.748829326093447	0.5	0.153091111843153	2.4019204379366	0.177698286706426
ARMH2	0	0	0	0.5	0.135009406968653	0.635009406968653	0.158843718373471
ARMH3	0.304578247710871	0	0	0	0	0.304578247710871	0.193740431041509
ARMH4	0	0	0	0.5	0	0.5	0.0253191835660931
ARMS2	0	0	0	0	0	0	0
ARMT1	0.486602228374574	0	0	0	0	0.486602228374574	0.309524813999657
ARNILA	0	0	0	0	0	0	0
ARNT	0.699261736667978	0	0.29000223635399	0	0	0.989263973021968	0.475289774018791
ARNT2	0.571364302460718	0	0	0	0	0.571364302460718	0.363441470533222
ARNTL	0.638734796259037	0	0	0	0	0.638734796259037	0.406295445188549
ARNTL2	0.321017532672875	0	0	0	0	0.321017532672875	0.204197363466888
ARPC1A	0.720666878618958	0	0	0	0.350176732012352	1.07084361063131	0.804737348566262
ARPC1B	0.675019618725441	0	0	0	0	0.675019618725441	0.429376007237021
ARPC1BP1	0	0	0	0	0	0	0
ARPC2	0.691582870697908	0	0.29000223635399	0	0	0.981585107051898	0.470405292562441
ARPC3	0.694927524220599	0	0	0	0	0.694927524220599	0.442039308772024
ARPC3P1	0	0	0	0	0	0	0
ARPC3P2	0	0	0	0	0	0	0
ARPC3P3	0	0	0	0	0	0	0
ARPC3P4	0	0	0	0	0	0	0
ARPC3P5	0	0	0	0	0	0	0
ARPC4	0.636704699018573	0	0	0	0	0.636704699018573	0.405004112280241
ARPC5	0.651548759513371	0	0	0	0	0.651548759513371	0.414446331809321
ARPC5L	0.647297317227638	0	0	0	0	0.647297317227638	0.41174201438949
ARPIN	0.425252559025728	0	0	0	0.0869360547391999	0.512188613764928	0.356480557433408
ARPP19	0.385203522419636	0	0	0	0.346712770683741	0.731916293103377	0.587925218073492
ARPP19P1	0	0	0	0	0	0	0
ARPP19P2	0	0	0	0	0	0	0
ARPP21	0.379599244914575	0	0	0	0.403068296461887	0.782667541376462	0.640096081681648
ARR3	0.582112810709037	0	0	0	0	0.582112810709037	0.370278533379086
ARRB1	0.690401379029976	0	0	0.5	0	1.19040137902998	0.464479438017008
ARRB2	0.727232280455528	0	0	0	0.380628739739516	1.10786102019504	0.839030649856046
ARRDC1	0.56806850531772	0	0	0	0.310200801549473	0.878269306867193	0.668134157573185
ARRDC2	0	0	0	0	0	0	0
ARRDC3	0.585329893688414	0	0.29000223635399	0	0	0.875332130042404	0.40281839914514
ARRDC4	0	0	0	0	0.372422224156983	0.372422224156983	0.368326217772635
ARRDC5	0	0	0	0	0	0	0
ARSA	0.342732581176699	0	0	0.5	0	0.842732581176699	0.243329361601446
ARSB	0	0	0	0	0	0	0
ARSC2	0	0	0	0	0	0	0
ARSD	0	0	0	0	0.400083605633613	0.400083605633613	0.395683371446038
ARSDP1	0	0	0	0	0	0	0
ARSF	0.470406926649386	0	0	0	0	0.470406926649386	0.299223077875468
ARSFP1	0	0	0	0	0	0	0
ARSG	0.357714199844181	0	0	0	0	0.357714199844181	0.227539897508599
ARSH	0	0	0	0	0	0	0
ARSI	0	0	0	0	0	0	0
ARSJ	0	0	0	0	0	0	0
ARSK	0.466987666250564	0	0	0.5	0	0.966987666250564	0.32236729002292
ARSL	0.487206928431171	0	0	0	0	0.487206928431171	0.309909460147228
ARSLP1	0	0	0	0	0	0	0
ART1	0.46618316553065	0	0	0	0	0.46618316553065	0.296536368283071
ART2BP	0	0	0	0	0	0	0
ART2P	0	0	0	0	0	0	0
ART3	0.345669481179642	0	0	0	0	0.345669481179642	0.219878322844683
ART4	0.571587560841397	0	0	0	0	0.571587560841397	0.363583483875381
ART5	0.278978112613236	0	0	0	0	0.278978112613236	0.177456335752981
ARTN	0	0	0	0	0	0	0
ARV1	0.530589703196197	0	0	0	0.0813104496910724	0.611900152887269	0.41792116194003
ARVCF	0.619628694465638	0	0	0	0	0.619628694465638	0.394142166269924
ARVD3	0	0	0	0	0	0	0
ARVD4	0	0	0	0	0	0	0
ARX	0.274170097820141	0	0	0	0.1315995077234	0.405769605543541	0.304550124447983
AS3MT	0	0	0	0	0	0	0
ASAH1	0	0	0.29000223635399	0	0	0.29000223635399	0.030493498214184
ASAH2	0	0	0	0	0	0	0
ASAH2B	0.448676504450524	0	0	0	0	0.448676504450524	0.285400484190059
ASAP1	0.707408105703048	0	0	0.25	0	0.957408105703048	0.462637724992572
ASAP2	0.610002685170913	0	0.29000223635399	0.5	0	1.4000049215249	0.443831800183238
ASAP3	0.568610878477942	0	0.29000223635399	0	0	0.858613114831932	0.392183531954817
ASB1	0	0	0	0	0.0761962632836837	0.0761962632836837	0.0753582349367451
ASB2	0.607411982906478	0	0	0	0	0.607411982906478	0.386371187937853
